Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Energy_Consumption_kWh
18,6,5,0,224,60.50104088
0,7,12,1,220,26.02959309
21,7,2,0,220,54.58350332
3,7,7,2,222,83.64397982
8,4,9,1,225,22.45195679
2,6,6,1,228,80.75429525
15,5,7,1,231,50.71559625
2,2,4,0,236,38.10876196
11,7,8,0,226,97.81873555
17,2,1,0,230,71.19314668
16,5,4,1,212,83.93456556
3,4,4,2,234,22.8257273
4,5,5,2,220,58.35345163
1,2,4,2,217,73.58797295
12,6,4,1,230,48.01860557
0,7,4,0,222,80.20976333
13,1,12,1,220,74.24467943
2,7,12,2,228,99.8615453
13,3,11,1,231,68.77852947
12,4,8,1,219,70.07337826
8,3,4,1,229,87.58059326
17,7,8,2,229,50.19012924
7,2,11,0,224,66.54782559
11,3,4,0,212,38.72924975
8,3,4,0,230,59.62477325
19,6,9,0,224,90.50618583
13,6,3,1,235,25.41917118
21,3,5,2,216,35.57140707
9,3,11,0,224,38.74195877
8,7,11,2,223,37.50109004
23,3,10,0,230,96.81095011
22,4,2,2,236,34.40250591
3,7,5,1,234,17.22418502
20,5,12,2,234,89.99559148
11,5,8,2,220,55.14556743
10,5,3,2,219,95.90640926
1,7,1,2,229,10.36718191
6,1,6,2,228,99.44241358
6,7,6,1,225,67.07695159
18,5,3,2,229,51.66768087
11,3,1,1,238,20.5859893
5,6,5,0,226,57.83333708
11,5,10,2,214,21.51951602
22,5,2,1,227,91.18647322
18,3,4,2,223,86.26672218
9,1,4,2,222,76.43552603
9,1,8,1,213,39.71295022
14,5,4,2,220,18.01730718
17,5,3,1,229,43.04325886
21,2,7,2,221,99.9601274
12,1,6,0,224,30.61135128
20,1,2,2,231,38.6647873
16,1,7,1,215,90.82507564
5,2,4,0,232,45.29496326
17,2,10,0,225,42.81823985
9,7,12,1,218,10.57134601
3,6,5,2,219,21.93853072
17,7,10,1,228,40.57706573
12,5,5,1,220,23.37808416
16,1,8,1,214,51.73749478
18,5,9,2,219,23.37063046
17,6,3,2,217,68.4429115
12,4,1,0,230,87.53329599
11,5,7,1,219,20.23541687
9,7,5,2,229,29.31990895
0,2,4,0,228,58.04789062
21,6,6,1,219,81.48721483
22,2,1,1,213,17.42420444
11,6,10,0,235,65.711788
17,1,4,0,225,40.48215945
8,5,11,1,220,17.68757818
0,5,11,1,223,89.81937199
13,7,1,2,229,45.03767282
12,2,3,0,230,76.23578962
14,6,9,0,230,77.02304412
5,1,7,2,226,11.71291877
13,7,2,0,213,53.09431098
22,7,4,0,234,86.08969243
17,3,2,2,215,46.89466604
23,5,5,1,211,24.8698934
22,1,2,1,224,87.28692553
18,5,9,1,230,48.58081721
4,5,8,0,220,91.40149005
8,1,4,2,230,77.39543006
2,2,1,0,222,29.04469635
9,5,8,1,217,83.84088705
0,1,8,1,225,26.11099435
23,7,10,0,233,53.1560627
8,2,1,0,227,40.56265559
10,7,12,0,220,98.93785935
19,4,1,2,219,45.24500687
16,1,6,1,217,45.2763547
18,1,12,2,233,45.20861834
5,5,9,2,220,70.81688957
20,7,4,2,227,97.27954271
20,3,6,0,220,11.26011895
0,6,9,0,221,43.62118916
22,4,3,2,229,31.50065804
23,6,1,2,218,50.98942825
21,7,12,2,216,95.73171222
12,7,3,2,235,61.82135143
21,4,1,2,225,39.7156248
14,3,3,2,219,81.20035848
2,2,1,1,216,99.47564552
19,4,4,0,222,57.89272369
0,5,3,1,238,86.13276434
3,7,6,1,215,29.98381647
3,1,8,0,234,70.20696857
8,7,11,0,227,86.80392687
10,1,12,0,218,48.39725061
3,5,10,2,223,73.70076231
2,3,12,0,229,52.46369062
20,3,5,2,229,74.06697426
18,1,4,2,237,69.00674339
5,4,12,1,226,99.6050644
16,3,5,2,218,71.21400027
13,1,6,1,222,88.24057013
19,6,7,0,226,47.35007628
12,7,12,1,216,70.78360423
7,5,9,1,233,20.68656502
10,7,10,0,211,84.76431864
17,2,11,2,228,38.91710872
17,3,2,1,225,78.30467296
5,1,8,2,230,42.41368995
5,3,7,2,223,52.67428683
22,6,7,1,234,80.89430376
4,6,8,2,221,78.73106317
7,2,1,2,237,99.81865839
12,3,11,2,219,36.39971018
4,1,3,0,218,20.51524312
13,7,3,1,221,12.51704432
3,6,5,1,213,55.6843111
16,4,1,2,216,45.87982016
21,5,4,1,229,33.21701019
17,3,10,2,234,29.89553367
15,4,3,0,221,80.22225306
14,3,4,2,216,25.67025054
16,5,3,2,233,47.88277602
21,4,7,1,225,99.63568148
19,1,5,1,221,37.56431604
1,1,1,0,225,58.19143468
10,4,2,1,224,73.8631008
23,4,10,1,220,24.06498517
13,2,9,0,230,57.78979559
14,7,8,1,225,78.54487369
15,1,2,1,219,69.54221798
3,4,3,1,219,45.40578596
13,1,4,0,235,63.13895506
13,1,10,1,227,64.64879034
6,6,3,2,219,25.93936183
6,7,8,1,224,28.22029183
3,6,7,1,237,30.35629851
12,6,2,2,213,81.18477606
23,1,4,1,233,98.16080582
15,1,1,2,233,97.1442732
4,4,9,1,232,61.00084143
0,1,2,1,229,16.23979908
16,6,5,2,229,95.25110061
13,3,8,0,234,75.17238417
10,1,9,1,231,27.66629346
3,5,5,0,222,32.7772328
9,1,1,2,233,54.92985746
6,4,6,2,228,17.19505487
22,6,8,1,219,68.34943409
13,1,7,1,217,61.77096014
23,7,5,2,225,68.32589626
11,7,6,1,224,43.37524186
2,7,4,1,229,53.50094521
11,6,11,0,216,62.29843145
6,6,2,1,232,19.49686641
17,3,4,2,232,26.89988817
22,1,1,1,230,58.15432222
22,1,10,1,232,50.0941124
20,6,8,2,233,70.65864923
6,6,8,0,226,93.83601383
8,6,8,1,236,66.87889576
20,7,9,0,221,71.36023325
19,6,7,1,217,86.04933388
12,1,5,2,236,35.43051549
19,3,5,1,219,77.01484363
17,3,1,1,228,29.42344672
13,1,7,1,211,39.64715415
23,1,6,1,230,59.19656355
21,3,8,2,233,66.632054
12,7,4,0,234,35.20703087
0,3,10,2,220,44.00289908
16,4,8,2,220,33.67089991
17,2,4,1,223,82.33977829
2,6,3,2,226,42.85213373
18,1,2,1,222,62.14371707
0,1,12,1,231,40.38692796
12,2,5,0,232,26.89494392
7,6,3,2,225,48.75889977
20,4,7,2,215,19.10022276
0,7,11,2,226,85.35709727
22,4,10,2,236,40.86193568
6,1,3,1,218,83.52004053
18,3,11,0,230,96.00022349
5,6,3,0,239,20.59808268
16,5,5,1,234,25.1983976
5,2,4,1,228,20.99805546
5,5,4,2,236,35.86160412
7,4,7,2,226,81.58372919
5,5,10,1,225,51.11495822
3,1,2,2,236,15.43089778
19,2,6,2,218,33.54334414
1,7,9,1,237,63.70976568
3,7,7,2,226,83.19694514
12,7,7,2,218,23.48430036
20,1,3,2,217,65.25836831
9,1,1,2,230,96.28449582
8,1,2,1,215,74.38294795
23,6,2,0,225,15.48721182
6,4,10,0,227,57.97718772
9,7,6,2,226,30.46910496
17,5,2,1,237,91.49474497
19,6,4,0,231,65.68991641
0,7,7,1,215,32.4793135
5,3,1,0,220,93.29347647
15,7,9,2,235,89.57369333
2,2,5,2,223,22.30349995
1,7,10,2,220,92.08785456
14,6,4,0,227,99.18414278
23,1,6,2,223,32.40544742
7,3,10,2,233,45.80088757
8,2,5,2,220,66.56218746
7,7,11,1,236,16.61548315
17,1,12,1,227,27.23033167
22,7,5,1,229,26.70875278
5,4,3,1,239,19.07973481
15,3,8,0,223,30.55441084
0,7,1,0,230,64.18009513
13,4,1,1,218,94.29098396
12,6,3,2,234,80.89004127
2,2,4,0,222,33.95024726
4,4,3,1,219,30.50464338
3,4,4,2,213,10.40157482
9,7,11,0,222,49.4481296
18,5,5,2,231,82.0743438
2,6,2,1,213,16.33917366
9,3,4,1,229,41.3415867
15,4,8,1,231,51.10114816
15,1,9,1,213,99.48034844
18,3,5,1,216,25.07377508
4,3,5,2,218,57.98274621
12,7,2,2,226,27.13494152
7,3,2,1,230,20.08143856
4,3,2,2,211,99.66593848
7,5,10,0,229,58.83056353
2,1,1,1,233,15.37642282
7,7,6,2,221,46.677826
7,4,6,2,228,81.36738165
14,2,2,0,224,48.5222912
5,2,1,0,231,62.97135783
18,4,7,2,225,28.36091207
20,5,7,0,214,28.53011635
22,2,3,0,235,95.88222371
18,1,1,1,227,43.06022039
19,6,10,1,231,76.37932847
1,1,1,2,227,56.58826719
10,5,12,0,223,21.21893201
22,2,2,2,213,63.51830417
5,6,4,1,217,30.03962046
14,1,4,2,216,91.46549163
5,2,10,2,217,65.31026714
18,3,9,1,231,72.57177504
3,6,7,2,213,59.65501018
23,1,1,2,231,62.32576346
9,3,10,2,224,87.10056257
13,3,1,2,222,85.31209619
14,1,7,2,232,46.33557632
11,6,3,2,220,89.43098403
13,1,4,2,231,45.34323969
17,3,10,2,231,95.48268732
16,4,11,1,230,93.89179116
12,6,3,0,222,28.97545724
18,3,2,2,234,68.93156445
14,6,5,1,221,83.47203156
7,1,5,0,231,80.03872346
23,6,11,1,219,85.77909311
8,7,12,1,231,81.80169546
3,2,5,0,234,59.09415891
12,1,11,1,223,85.95013777
2,5,6,2,230,94.55857342
0,7,2,1,219,51.31156658
7,1,8,1,226,46.09755423
18,5,2,1,230,52.84959939
2,3,10,2,224,39.83648311
10,6,6,0,225,28.11332785
18,4,5,2,221,92.54710391
5,6,7,0,237,56.18056243
5,7,11,2,214,41.27311607
3,6,6,1,223,42.18855673
13,5,1,2,227,73.77047079
17,7,6,2,221,14.28964971
2,6,8,2,226,63.10566605
22,6,4,2,223,69.05948702
12,1,9,0,234,18.81264386
10,2,1,0,220,22.26115253
15,4,7,0,228,36.11522631
22,6,4,0,231,79.03469157
6,2,9,2,213,56.60416029
4,5,1,1,215,84.47448834
9,4,8,0,212,17.63918932
3,2,9,0,214,91.26762778
18,4,12,0,229,13.23187557
20,4,6,2,217,35.32280739
23,6,11,1,235,43.00023734
9,5,4,1,230,86.93467277
22,1,10,2,235,86.72861056
10,1,7,0,223,49.23227444
1,4,1,2,223,39.55616385
19,2,10,1,236,54.25482112
1,1,7,2,217,97.5879845
13,1,5,2,228,69.55999493
21,1,6,2,226,20.69509638
8,2,4,2,225,47.3941138
2,7,1,1,224,94.86590671
10,1,12,2,226,17.5477368
13,4,7,2,237,76.01154589
21,3,3,1,229,48.33375794
0,3,7,2,219,94.26590871
15,1,3,1,230,23.63907798
3,4,1,0,227,71.506988
21,1,1,1,227,11.15878323
12,3,12,2,225,63.51612485
23,1,11,1,222,56.29232124
4,7,5,1,229,66.84243909
20,5,5,1,230,47.11118117
18,3,9,1,233,85.19023053
11,6,5,0,237,14.89786669
2,3,5,2,226,66.65503701
2,4,7,2,219,49.25874404
17,1,5,0,229,13.31309716
0,2,9,1,226,25.84616052
8,6,1,1,230,52.86784283
16,2,10,0,235,31.4878282
13,2,1,1,221,81.44042699
12,7,1,2,227,73.80247115
9,5,3,0,228,33.9093078
10,6,1,0,233,75.37551745
3,3,1,2,218,93.44890638
18,4,5,0,234,95.79046643
19,4,7,0,231,64.33296559
22,3,8,2,230,47.80453547
21,6,6,1,232,22.34598867
0,3,4,1,238,13.55647951
0,7,7,2,236,84.05739078
13,5,9,1,223,43.02236973
5,1,12,1,216,88.35987888
4,2,6,1,220,35.64719675
11,6,1,2,227,77.66911335
16,4,3,1,218,55.26438104
11,2,4,1,236,92.48817778
1,1,2,0,229,39.8687795
0,5,5,1,212,79.40969668
13,5,6,2,222,33.82279409
5,4,4,1,226,35.19599379
2,2,4,0,228,93.91660726
9,5,4,1,225,44.63126959
16,3,12,1,218,14.92652663
15,7,11,1,229,75.34127309
7,1,11,0,214,72.80250367
21,4,3,2,232,31.91515419
20,3,9,0,231,69.58073356
6,7,3,2,231,64.60134916
2,1,8,0,228,78.62463082
4,3,10,0,220,99.21840793
15,3,5,2,212,43.94745483
16,2,9,0,220,34.02826103
6,2,1,2,222,90.80555287
6,4,9,2,219,99.15168993
8,7,10,2,226,83.50510877
22,7,3,1,231,51.0791645
15,4,6,0,234,27.84505903
5,6,2,1,234,59.87272265
11,2,12,0,231,82.06887677
6,6,6,2,233,78.86068002
12,6,8,1,220,91.66966757
0,1,8,1,211,39.80281683
7,3,1,0,220,20.93298876
10,4,9,1,239,24.08862122
0,6,7,2,229,32.36789414
13,2,6,1,232,73.37319905
6,4,3,1,221,32.19026572
7,6,1,0,232,47.22422257
9,4,12,1,234,88.73466912
5,5,7,2,218,96.17660903
18,4,3,2,222,23.20326683
0,4,8,2,218,83.38124799
10,5,2,2,232,57.92297476
18,6,9,0,214,84.42022433
12,4,9,2,227,42.38247163
8,3,12,0,227,17.37845653
1,1,3,0,236,55.09282617
9,1,7,2,215,43.15376629
11,7,5,2,217,28.14728914
0,1,12,2,225,61.35233472
17,2,7,1,221,84.21895867
2,5,3,1,223,22.43352168
21,6,9,1,219,24.39172205
5,7,7,1,212,57.59099114
5,1,9,0,226,14.03318246
21,1,5,0,222,37.02402208
16,1,8,1,224,29.01867177
7,6,10,1,229,10.27217312
22,1,2,0,222,65.39009814
8,3,5,1,229,85.07990538
16,3,1,1,219,60.5981425
8,4,9,2,234,28.02383902
16,1,3,1,221,99.86021892
16,5,1,1,222,29.68441347
6,7,7,2,223,73.49464172
9,7,3,1,234,49.97824277
15,4,11,2,220,80.06234463
21,3,4,0,222,63.77921537
8,7,1,2,227,53.26703289
21,5,9,1,229,77.1136377
15,4,8,1,230,12.4361769
15,4,1,0,220,30.94396157
12,4,10,1,215,22.11856375
4,6,10,2,234,92.51455594
11,5,5,0,226,77.36804845
4,2,10,1,228,34.36878105
13,2,9,1,225,17.43155418
9,1,3,1,230,32.04729758
16,5,6,2,227,47.27770392
4,7,8,2,233,72.90113774
16,4,2,2,224,77.19678737
13,2,12,2,234,78.84077454
17,6,7,2,223,35.8535855
2,7,7,1,228,10.01908438
5,2,6,2,224,26.1618571
4,5,10,0,213,50.32779806
6,5,10,1,220,85.74564687
9,4,12,1,228,46.45320335
19,3,2,0,223,33.83738259
1,5,2,2,238,11.69955876
18,3,3,0,230,88.31594987
12,7,1,2,227,69.97694736
13,3,7,0,223,66.7667745
21,4,2,2,234,32.44639683
12,7,10,0,230,96.39074265
16,5,3,0,225,68.73938041
5,6,5,0,228,95.81101107
10,2,7,1,237,17.9143546
2,1,8,2,217,18.71522832
10,3,6,0,218,11.23316824
5,5,6,2,214,10.43009634
9,5,11,1,224,39.39327026
15,6,1,0,227,14.45235778
18,2,3,0,213,16.15301865
2,1,5,2,229,15.22589475
19,4,3,0,230,36.63982159
3,6,12,2,221,69.74248139
13,4,7,1,220,31.14166447
4,5,8,0,223,76.50038471
4,6,7,2,223,93.20614669
6,2,9,0,215,72.34467639
21,7,6,0,233,84.98749464
0,7,7,2,223,88.8008035
10,1,12,1,227,58.91400144
9,5,4,2,222,22.58183112
13,6,2,2,230,19.40621056
2,6,7,2,216,73.76500193
1,4,2,0,223,31.32583647
22,1,9,1,220,68.64419577
0,7,12,2,230,68.17873686
17,6,7,0,215,28.05630651
15,7,10,1,216,80.33463592
9,2,5,1,216,41.59851688
7,3,5,1,224,82.30517101
20,4,12,0,238,32.67729513
19,1,1,2,226,20.71953723
2,6,11,1,212,94.00408631
4,7,1,1,233,20.57299137
13,2,3,2,235,16.19326511
17,1,3,2,226,56.10614099
20,7,12,0,220,41.38803913
22,3,10,2,221,37.01845273
16,3,8,1,228,34.34250425
16,2,5,0,215,89.2641542
8,3,4,1,227,51.60249207
6,2,1,0,230,55.57773228
3,3,9,2,223,46.64692228
18,7,9,2,224,93.05012692
19,3,4,2,223,51.99533854
3,2,11,1,220,15.81837915
15,4,11,1,230,11.94640685
17,4,11,0,220,32.2274491
14,7,9,1,227,96.93954924
12,3,12,1,219,27.65976212
5,4,6,1,223,61.9793372
5,7,7,2,234,23.71060605
12,7,8,1,226,65.79069943
20,1,3,1,228,16.04085867
21,6,4,1,227,30.5826683
2,7,1,0,220,81.4436253
12,4,6,1,235,44.9800144
21,5,9,1,232,89.63039963
2,1,7,0,222,36.76664175
8,5,3,0,231,84.14339686
10,4,6,1,227,71.60011631
9,1,4,2,217,63.80259518
3,5,8,2,215,33.27650607
4,4,9,2,220,61.56761353
14,5,5,2,223,95.46207947
4,7,11,1,227,98.41505531
9,7,4,2,223,55.07457437
2,7,3,2,227,52.2454065
3,1,9,0,225,69.06903698
21,4,2,0,216,64.54945886
20,6,12,1,227,39.66933549
21,5,1,2,230,67.95304144
8,2,10,0,233,45.90809009
9,3,8,0,230,29.05147593
3,6,10,1,223,41.08909711
5,6,6,1,220,56.37569118
0,3,5,1,234,85.69136581
8,6,8,2,237,45.8981109
0,1,11,0,220,93.26311663
7,6,8,2,233,73.84848466
0,2,8,2,225,20.41553209
16,2,2,0,229,84.65141008
15,1,6,0,225,35.42158197
11,2,2,2,232,63.86046744
1,1,9,1,222,38.42378675
13,6,3,2,219,47.70506984
9,4,1,2,220,91.4793132
12,1,2,2,215,54.47549653
0,4,1,1,228,73.75924383
21,5,11,1,234,16.26547609
11,6,7,2,233,67.00170044
1,7,8,2,223,44.23255933
14,3,8,2,230,55.11412016
17,6,2,0,220,29.93146843
11,6,7,2,221,26.31217416
11,2,1,2,228,94.22039725
14,4,10,1,217,68.67692649
9,7,6,1,236,51.12055178
0,2,2,1,239,76.18136568
19,4,10,2,235,31.22646974
22,1,5,2,229,88.99613735
7,3,4,0,230,98.3916933
6,4,6,2,222,27.27095356
21,3,10,2,213,96.32350152
9,7,7,1,219,31.73916544
20,3,7,0,224,93.46348656
17,4,9,2,232,38.21429853
23,1,7,2,227,94.61304486
13,5,5,1,214,11.19943157
20,3,8,1,230,62.434941
7,5,3,1,217,58.2026056
23,3,4,2,233,12.04529241
16,7,6,1,215,33.98527111
7,5,1,2,222,94.17723412
0,4,12,0,230,59.55682327
6,3,2,0,229,79.89870551
19,1,5,1,220,15.71960048
3,1,7,1,234,29.1465629
10,5,7,1,224,54.74978814
14,1,8,0,216,74.54443581
21,4,9,2,218,56.65089143
8,1,1,0,227,27.62685688
16,4,5,2,236,67.03173629
9,2,5,2,233,99.16716349
7,1,3,1,228,63.6464166
16,5,4,2,217,70.8918104
15,4,3,1,224,35.48491292
0,5,10,0,227,84.99931535
9,5,8,2,238,49.82586522
8,5,1,0,224,95.98157798
3,4,5,1,233,19.7020575
16,6,11,0,213,77.01994424
15,5,3,2,211,84.71410049
21,1,7,0,213,73.53578183
22,6,5,2,230,51.49933295
4,5,4,0,232,80.8557383
2,7,6,1,236,22.17586917
13,6,6,0,215,71.80059588
9,7,10,0,233,28.03223902
7,4,7,0,221,13.09836747
7,4,9,2,222,28.32693841
4,5,1,1,212,96.78794591
21,4,11,1,223,22.55958269
16,6,4,0,221,70.91786929
14,1,9,2,232,37.45253063
6,3,9,1,234,84.58557878
14,3,9,2,230,11.77046747
21,3,4,0,232,75.23340491
7,2,12,1,222,69.86924168
5,5,9,1,233,18.18265592
23,5,7,0,234,89.24777278
16,6,11,2,232,39.86225633
19,1,12,1,230,62.9194077
12,1,1,1,227,31.09541836
11,1,9,1,231,94.95888098
21,5,6,1,220,80.56338111
18,2,7,2,222,68.13168688
16,4,12,1,234,66.07277388
22,5,10,1,218,93.84734699
2,5,4,1,221,47.83194968
3,5,9,2,223,57.75798596
14,5,4,1,230,53.00758447
23,4,8,0,228,73.96079145
12,3,7,1,226,47.81798263
16,6,9,1,226,28.81786301
16,3,10,0,228,86.90405115
22,7,11,2,217,64.55253662
14,6,3,2,233,46.79360113
11,6,1,1,234,88.73348416
13,3,12,0,218,48.26768418
14,1,7,1,216,58.06857815
18,4,5,1,224,49.44261714
6,4,10,1,235,51.27325154
21,4,11,0,217,96.43460719
4,5,8,1,238,70.38550352
18,6,4,0,230,50.34680395
20,6,6,1,227,62.98794533
15,2,2,1,230,39.71501858
7,1,1,1,225,32.91147525
10,2,2,1,223,77.71214806
13,4,2,0,225,72.49516074
14,1,1,2,216,94.90141413
11,6,8,1,227,71.38193166
20,3,5,2,222,33.69535757
11,2,2,1,218,86.18394164
4,2,9,1,231,76.00378999
23,7,2,1,220,62.81787772
4,5,10,2,229,77.81357226
14,7,3,1,227,64.16888048
5,4,7,1,231,78.36570066
16,2,3,0,212,54.2276118
14,3,11,0,214,81.76154765
2,7,4,0,226,62.11172222
1,2,7,2,221,80.34723142
17,6,5,1,232,40.68480737
3,4,10,1,219,58.84230175
21,6,8,0,221,38.46553346
16,4,10,0,221,99.03824568
13,2,8,1,224,69.23038224
0,3,4,2,228,41.29137897
3,6,11,0,218,13.7578996
9,3,12,2,221,84.52368146
11,6,12,0,221,47.31498819
15,2,2,1,222,47.39139171
16,6,11,1,231,27.57273189
23,3,5,2,223,91.56208553
11,6,7,2,230,20.18601419
13,7,6,2,228,95.86257424
3,1,11,2,237,69.6254905
20,3,10,2,228,78.50009128
7,2,8,1,230,67.54165221
1,6,4,1,227,60.58324887
4,3,12,1,224,24.55332474
18,5,8,1,224,29.04830214
22,7,12,2,229,16.58918464
12,4,12,0,219,26.2865649
2,4,1,0,218,40.36191647
6,4,3,2,221,79.99747001
15,7,10,2,221,38.11291882
17,6,5,0,222,12.41506121
10,1,5,1,221,11.0305314
14,7,12,0,229,46.05544202
12,2,2,1,221,53.63812036
13,4,11,2,225,96.34994224
11,6,11,1,223,46.66414366
21,5,2,2,221,24.19417918
8,6,3,1,229,15.04350445
14,7,3,1,220,79.62375428
23,1,3,1,234,68.95782094
1,6,11,2,224,39.83079211
20,3,11,0,226,19.0429254
19,6,1,1,228,37.49966714
18,2,8,0,228,48.85889733
17,4,8,2,224,26.26993373
17,5,12,2,222,42.42195541
8,7,5,1,228,88.78017924
12,4,1,1,234,38.60945808
1,6,4,1,227,57.58607755
9,7,9,1,224,33.76319744
23,6,7,1,229,81.74598315
6,4,9,1,222,30.6092047
10,4,6,1,215,10.04166827
13,5,11,0,235,53.26671626
7,1,7,1,235,25.7840535
4,2,11,1,227,95.97446613
3,5,9,0,232,62.47899177
2,5,6,1,224,97.65356631
11,5,5,0,238,11.833316
13,6,11,1,221,78.57291646
18,7,2,1,223,96.00476876
8,7,5,0,232,98.96876212
14,6,10,0,222,25.72042056
1,1,4,0,232,23.3537564
13,1,11,2,221,71.68693634
4,5,11,0,221,18.49353808
19,2,6,2,237,86.28035953
23,6,11,0,218,33.17028036
2,7,10,0,223,15.27327362
21,3,9,2,218,29.26600452
18,5,4,1,220,57.19647055
12,1,3,1,229,98.01614932
2,5,10,1,225,89.64000372
19,7,2,2,220,93.77152731
17,2,5,1,228,45.87958467
13,1,10,2,230,15.69850062
1,6,4,0,227,82.13721694
21,3,6,2,225,26.60176933
16,5,11,0,219,10.71298595
16,4,12,0,228,40.98927997
23,4,4,0,223,59.50069671
10,7,5,0,222,82.95108253
0,7,1,1,231,42.67107027
17,2,4,1,231,59.36587613
19,3,6,1,219,32.47461211
23,6,5,2,228,80.90814622
14,4,7,1,221,85.92373027
18,4,3,0,220,97.70806696
13,5,1,2,227,97.93907244
0,6,11,0,227,11.39759588
1,6,9,0,228,66.35412685
21,2,1,2,232,59.31420717
18,5,3,2,224,23.71922833
3,4,5,1,232,88.32421055
20,3,6,0,220,24.38858717
13,1,10,2,233,29.47545864
20,1,2,1,223,77.95054944
5,6,8,2,218,67.01522566
10,3,6,2,231,75.7424781
9,1,3,1,227,23.65689128
20,3,5,2,227,16.63842449
6,6,6,0,224,76.66757229
23,3,10,0,233,82.0335464
13,2,2,0,225,55.07433716
9,7,10,1,228,35.67553811
15,2,10,1,217,68.2673319
23,6,4,1,229,25.55842985
13,3,1,0,214,41.33653778
22,1,10,1,214,17.96583582
0,1,1,1,217,70.46326685
23,3,3,2,228,84.58590346
23,7,7,0,226,21.9614179
12,4,10,2,216,78.35887258
4,6,1,1,223,18.18802312
0,3,3,2,226,58.64512786
14,3,5,1,214,24.8895295
23,1,1,0,223,32.34417781
11,5,10,1,228,94.20911074
6,5,10,2,221,75.07197658
1,1,6,2,229,81.28112979
8,7,4,1,235,84.02474939
6,2,10,2,224,31.51844934
21,7,6,0,221,43.45340625
15,5,11,1,216,47.96517566
13,2,11,1,217,81.48278175
22,5,9,1,231,51.10291405
23,3,7,2,231,19.69814559
22,2,3,0,237,18.71731887
4,6,4,2,218,69.32745532
13,6,3,1,229,99.64535842
19,6,9,0,218,21.22655497
12,6,11,0,229,52.36148402
1,2,6,1,221,47.55340639
19,5,1,0,229,65.38326524
15,2,3,2,215,97.2757239
23,7,2,2,235,19.90636958
3,7,10,1,222,71.52172989
7,3,11,0,221,91.50002747
12,2,1,1,231,54.84221349
2,3,6,1,228,12.51674199
20,4,7,1,226,61.62344035
14,3,8,2,220,26.09626664
8,6,8,0,226,97.97289983
15,3,5,1,220,59.7724548
18,2,10,2,227,87.66629086
22,1,6,2,234,82.00004899
18,2,12,2,228,93.0442106
9,4,4,2,222,77.50883833
14,7,6,1,227,61.13630009
1,4,5,0,222,48.53904345
2,7,11,1,230,65.67807886
8,4,2,2,228,17.08126905
7,4,5,2,229,25.15953111
18,5,8,2,214,53.95202877
5,2,6,0,219,58.53342581
19,5,11,2,219,26.45820042
13,3,8,1,224,70.45839108
0,5,7,1,231,65.82538755
18,6,4,2,222,35.37296427
0,4,12,0,223,67.84105135
4,2,11,0,222,31.99872164
6,5,3,1,230,91.94575449
14,6,5,2,221,93.10664077
21,2,9,2,233,70.95196645
5,1,2,2,220,77.59536079
23,7,4,2,227,24.24170079
22,1,5,0,222,82.15422785
7,4,1,0,236,63.23140112
11,4,2,2,224,17.88760584
9,2,8,1,229,57.95666732
12,3,11,0,230,49.95059393
15,1,6,0,215,26.21205659
4,3,9,0,216,20.03127033
15,2,9,1,227,63.40864374
20,3,1,0,218,33.06055069
22,1,9,1,217,35.29759344
3,3,2,2,219,19.30097165
21,5,2,1,228,17.42504394
9,5,1,2,225,35.93088529
3,5,12,2,219,92.56949158
15,1,7,2,221,46.436335
0,2,1,1,228,70.19517115
23,5,9,1,227,96.94550232
19,1,4,1,217,42.55255903
16,3,4,0,226,13.17020709
9,6,9,2,220,21.08132194
17,1,1,1,235,15.03241142
3,6,7,2,222,14.3106079
20,4,1,1,225,68.07448676
20,1,8,1,219,31.11227017
13,5,7,0,215,70.97206505
7,3,12,1,220,22.85309015
22,4,3,1,224,52.25845221
14,5,9,2,229,51.09388032
13,6,1,0,221,20.47925636
18,7,9,1,226,54.40788893
16,6,5,2,221,98.07825583
12,3,4,1,225,71.66149692
10,5,3,0,223,12.37948018
13,5,12,2,223,73.62724323
10,6,5,1,223,66.65248186
22,4,1,2,225,86.891721
11,7,5,0,218,62.06345109
3,1,8,1,235,69.53472331
8,5,1,0,238,81.39857588
12,7,6,2,228,59.0387676
2,7,10,0,219,83.79154003
14,7,9,0,233,30.56233317
2,4,10,0,229,62.52793211
13,2,6,2,230,24.79065926
22,5,11,2,232,23.71378369
2,3,8,1,227,83.33362451
21,1,6,2,231,78.91066066
2,5,9,0,233,70.63862079
19,2,2,2,223,43.08163429
14,2,5,2,225,51.53747865
7,2,1,2,212,54.47801297
3,6,11,1,233,35.78617781
2,2,1,2,218,47.61301401
15,4,8,1,238,64.5080559
19,2,6,1,217,79.62133151
11,5,2,1,221,82.18433116
2,7,2,1,227,79.38265368
1,3,9,2,232,92.77790689
10,3,8,1,222,86.98334357
19,7,2,2,236,43.09166113
4,6,6,2,217,52.24568032
15,7,7,0,220,15.51311207
21,6,3,1,221,43.09307384
20,4,4,0,219,64.34441962
0,5,6,2,222,67.54262436
13,6,9,1,232,76.07246878
8,5,7,1,227,53.44168065
22,3,4,1,232,15.94914296
13,7,8,2,232,49.57201059
1,2,1,2,231,64.44645994
5,1,5,1,217,41.15825049
20,3,11,1,222,80.32710984
6,6,6,2,212,76.95892123
22,2,1,1,234,38.23043329
6,2,6,2,229,41.52507986
