Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Line_Voltage,Apparent_Power,Energy_Consumption_kWh,Television,Dryer,Oven,Microwave,Refrigerator,Datetime,Transaction_ID
12,3,12,1,237,237,1928,14.38130688,1,0,0,0,1,12/22/2021 12:24,24710
8,1,1,2,230,230,1638,21.78206178,1,1,0,1,1,1/3/2022 8:56,25116
0,7,1,2,217,222,1528,73.17219502,1,1,0,1,1,1/23/2022 0:35,25789
9,4,11,2,227,227,1817,93.29191229,1,1,0,1,1,11/5/2020 9:49,10597
22,2,5,1,212,220,1609,54.41522028,0,0,1,1,1,5/19/2020 22:18,4793
23,6,9,0,236,238,1770,43.51926984,0,1,1,1,0,9/3/2022 23:08,33458
4,3,6,1,234,237,1660,41.26528835,1,0,1,1,1,6/16/2021 4:20,18226
0,3,7,1,234,235,1701,53.65536695,0,0,0,0,1,7/26/2023 0:35,44590
6,2,5,0,224,232,1837,23.3475624,0,1,1,1,0,5/10/2022 6:40,29462
22,1,10,2,225,232,1953,68.02195716,0,1,0,1,1,10/25/2021 22:24,22738
20,6,11,0,228,230,1589,10.30187092,1,1,1,0,0,11/5/2022 20:41,35612
23,4,6,1,221,222,1882,40.63532804,1,0,0,0,1,6/11/2020 23:14,5582
8,5,6,2,235,239,1690,99.93092875,0,1,0,1,1,6/16/2023 8:53,43232
3,4,6,0,216,225,1945,10.41602477,0,1,1,0,0,6/22/2023 3:39,43430
0,5,7,2,225,227,1698,26.6517189,0,0,0,0,0,7/21/2023 0:45,44419
12,4,9,1,228,234,1568,38.89145426,1,0,1,1,1,9/8/2022 12:27,33614
23,2,7,0,231,237,1567,80.56504584,1,1,1,1,1,7/21/2020 23:21,6952
12,3,8,1,225,234,1581,43.81184595,0,0,1,1,1,8/2/2023 12:00,44846
17,7,1,2,217,223,1654,32.78740364,1,1,0,0,0,1/31/2021 17:57,13588
23,6,9,2,214,221,1826,15.51846337,0,0,0,1,0,9/26/2020 23:01,9246
23,5,7,2,214,222,1653,47.80468205,1,1,0,0,0,7/29/2022 23:01,32225
19,7,12,0,219,222,1927,96.7593647,1,0,1,0,0,12/19/2021 19:14,24617
13,1,1,2,221,224,1570,16.94669174,0,0,0,1,0,1/16/2023 13:53,38068
2,4,3,2,217,220,1537,75.80686545,1,0,0,0,0,3/24/2022 2:09,27846
12,5,7,2,226,229,1883,36.41206774,1,1,0,0,0,7/17/2020 12:08,6799
22,2,1,1,223,227,1971,52.29029589,1,0,1,0,1,1/4/2022 22:47,25170
2,3,2,1,232,236,1768,29.96883149,0,1,1,1,1,2/23/2022 2:57,26854
11,7,9,0,216,225,1951,86.55164662,1,1,1,0,0,9/5/2021 11:24,21010
17,2,12,1,228,231,1940,73.07663929,1,0,1,1,1,12/22/2020 17:08,12217
17,5,3,1,235,238,1825,79.08019269,0,0,0,1,1,3/3/2023 17:10,39648
10,3,8,1,219,221,1743,81.54182332,0,0,0,1,1,8/26/2020 10:08,8166
20,7,12,0,217,225,1592,74.29469042,1,1,1,1,1,12/11/2022 20:47,36845
10,3,5,2,229,231,1964,67.75194826,1,1,0,1,1,5/13/2020 10:01,4570
3,3,7,1,228,233,1854,43.14529449,0,1,1,0,1,7/15/2020 3:22,6718
21,4,7,2,233,239,1652,13.71653268,1,0,0,0,0,7/14/2022 21:24,31709
20,6,9,2,226,231,1942,78.43590284,0,1,0,0,0,9/11/2021 20:10,21228
8,3,6,1,227,234,1613,36.29029003,0,0,1,1,0,6/2/2021 8:51,17753
4,3,11,0,217,226,1605,77.71336203,1,1,1,0,1,11/4/2020 4:23,10555
10,5,2,1,230,235,1579,93.25484309,0,0,0,1,1,2/11/2022 10:37,26454
19,7,12,0,238,239,1924,31.35485813,1,1,1,1,1,12/26/2021 19:25,24857
19,6,12,1,229,231,1628,10.24731015,0,0,0,0,1,12/18/2021 19:24,24583
13,7,4,1,232,237,1627,24.01457435,0,0,1,1,1,4/12/2020 13:57,3514
18,2,8,2,233,238,1675,31.87333517,1,1,0,1,1,8/22/2023 18:22,45540
7,6,11,2,233,236,1682,44.90917164,1,0,0,0,0,11/25/2023 7:36,48778
10,4,4,2,234,234,1942,75.96748723,1,0,0,0,0,4/28/2022 10:51,29057
12,5,7,2,226,231,1612,40.15970898,1,1,0,0,1,7/24/2020 12:19,7039
15,4,8,2,225,231,1927,68.14398623,1,1,0,1,1,8/4/2022 15:41,32420
17,2,2,1,232,239,1611,29.38952513,0,0,0,0,1,2/14/2023 17:17,39066
23,6,9,1,218,223,1568,96.90123299,1,0,0,0,1,9/10/2022 23:19,33698
17,4,9,1,220,225,1529,62.56408061,0,0,0,0,1,9/8/2022 17:22,33621
14,3,5,1,217,221,1505,27.48578533,1,0,1,0,1,5/13/2020 14:13,4576
8,5,7,0,235,235,1760,23.52832147,0,1,1,1,0,7/30/2021 8:40,19739
21,5,1,0,219,228,1744,85.23956322,1,1,1,0,1,1/1/2021 21:43,12566
2,6,10,2,221,226,1585,82.72128086,1,1,0,1,0,10/16/2021 2:14,22401
9,5,5,0,236,238,1804,13.97539869,1,0,1,1,0,5/8/2020 9:28,4398
21,2,9,0,239,239,1707,63.65194341,0,1,1,1,0,9/28/2021 21:27,21812
7,3,7,2,231,232,1843,85.80692266,1,1,0,1,1,7/7/2021 7:01,18949
12,4,3,1,237,238,1567,49.30889849,0,0,1,1,1,3/9/2023 12:38,39847
2,2,8,2,213,221,1946,87.98134751,1,0,0,0,0,8/4/2020 2:43,7402
18,2,5,1,225,225,1652,95.7496308,0,0,1,0,1,5/23/2023 18:37,42424
17,5,4,2,228,237,1861,35.52000673,0,1,0,1,1,4/16/2021 17:39,16156
10,2,8,1,225,225,1845,76.4409858,0,0,1,0,1,8/15/2023 10:27,45289
4,1,1,2,235,237,1563,68.70941373,1,0,0,1,0,1/11/2021 4:35,12884
19,4,12,1,223,226,1630,49.35763522,0,0,1,1,1,12/23/2021 19:14,24754
0,5,8,2,225,232,1718,67.21105491,0,0,0,0,0,8/19/2022 0:29,32912
6,6,11,2,228,235,1707,26.27212384,1,1,0,1,0,11/25/2023 6:12,48776
9,6,12,1,226,232,1728,98.4706118,0,0,1,0,1,12/10/2022 9:45,36795
8,2,5,0,235,237,1876,48.1238444,1,1,1,0,1,5/17/2022 8:16,29704
12,5,10,1,229,230,1892,53.12009475,0,0,1,0,0,10/14/2022 12:33,34847
17,3,2,2,218,226,1912,24.51757371,0,1,0,1,0,2/17/2021 17:07,14169
12,1,5,2,226,226,1713,16.87822157,1,0,0,1,0,5/25/2020 12:09,4984
6,2,4,0,217,223,1931,87.18985859,1,1,1,1,1,4/18/2023 6:26,41208
11,6,9,0,214,220,1547,58.21296797,1,0,1,0,0,9/2/2023 11:34,45907
4,4,11,2,225,230,1771,31.10073754,1,1,0,0,1,11/9/2023 4:03,48225
23,1,8,2,227,231,1703,62.98084054,0,0,0,0,0,8/22/2022 23:05,33047
16,3,3,2,230,234,1610,46.99352822,0,0,0,1,0,3/30/2022 16:33,28072
1,3,10,2,233,235,1839,51.10423261,1,1,0,0,1,10/21/2020 1:11,10071
5,6,1,2,224,233,1881,51.57626237,0,1,0,0,0,1/29/2022 5:09,26001
15,4,3,0,226,233,1678,98.93895236,1,0,1,1,0,3/12/2020 15:05,2454
8,3,3,1,233,236,1610,74.4772421,1,0,1,1,1,3/17/2021 8:48,15116
23,6,10,2,215,224,1781,85.17539839,1,1,0,1,0,10/9/2021 23:03,22191
20,2,11,0,225,229,1586,63.21689547,1,0,1,1,0,11/8/2022 20:10,35714
1,1,1,0,219,225,1712,32.39754148,0,1,1,0,0,1/10/2022 1:25,25345
2,5,9,1,223,226,1795,91.21280614,1,0,1,0,1,9/3/2021 2:38,20929
16,6,12,1,229,236,1666,15.26334571,0,0,1,1,1,12/11/2021 16:24,24339
5,5,11,2,222,228,1859,82.00673873,1,1,0,1,1,11/20/2020 5:50,11105
4,2,10,1,216,224,1505,41.05456599,0,0,1,0,0,10/31/2023 4:54,47918
15,3,12,2,218,221,1996,95.42619746,1,1,0,1,1,12/2/2020 15:41,11530
7,7,11,2,213,221,1813,87.08224493,1,0,0,0,0,11/22/2020 7:35,11176
5,6,4,2,215,222,1946,58.61451559,1,1,0,1,0,4/16/2022 5:12,28638
11,7,10,0,232,239,1769,23.30547179,0,1,1,1,0,10/4/2020 11:08,9503
11,2,12,0,220,222,1773,81.56058143,0,1,1,1,0,12/15/2020 11:20,11969
12,2,7,0,213,222,1724,72.70038943,1,1,1,0,0,7/12/2022 12:38,31628
19,6,8,0,221,230,1698,71.53352267,0,1,1,0,0,8/20/2022 19:56,32974
16,7,1,0,214,223,1511,46.52067652,1,1,1,1,1,1/12/2020 16:19,401
3,1,5,2,229,237,1674,55.43829788,1,0,0,0,0,5/31/2021 3:35,17677
9,2,1,1,232,239,1551,54.20754856,0,1,1,1,1,1/26/2021 9:00,13404
20,7,4,2,231,237,1687,13.40636935,1,1,0,0,0,4/18/2021 20:06,16228
2,6,4,1,222,224,1955,78.46752784,1,0,1,0,1,4/18/2020 2:24,3703
5,5,5,1,222,229,1683,25.19208901,0,0,1,0,1,5/26/2023 5:30,42508
23,2,12,2,220,222,1766,33.76789981,0,1,0,0,1,12/6/2022 23:45,36678
19,1,5,2,236,239,1869,26.06628398,0,0,0,1,0,5/30/2022 19:21,30165
22,2,4,1,217,226,1894,45.66804887,1,0,1,1,1,4/4/2023 22:52,40752
15,3,8,0,222,223,1584,85.78417404,1,1,1,1,1,8/24/2022 15:44,33105
3,6,1,2,233,235,1683,16.33560806,0,0,0,1,0,1/14/2023 3:43,37985
0,6,3,1,229,232,1657,69.7050659,0,1,1,1,1,3/12/2022 0:43,27433
19,2,6,1,228,229,1968,58.64067883,1,0,1,0,1,6/1/2021 19:32,17734
17,7,4,1,217,223,1643,66.8573056,1,0,0,1,1,4/3/2022 17:57,28211
10,4,7,1,227,229,1677,98.32711752,0,1,1,1,1,7/29/2021 10:56,19708
21,4,10,1,230,233,1817,94.17779671,1,0,0,1,1,10/28/2021 21:53,22840
4,4,4,1,235,237,1834,28.19307452,0,0,0,1,1,4/7/2022 4:39,28329
11,5,3,2,228,230,1980,44.69047345,1,1,0,1,0,3/17/2023 11:15,40119
0,4,5,1,224,229,1921,58.25675761,0,1,1,0,1,5/27/2021 0:46,17536
3,2,11,1,223,227,1866,72.0105635,0,1,1,0,1,11/7/2023 3:41,48156
2,1,7,0,217,225,1949,46.20489354,1,1,1,1,0,7/19/2021 2:09,19353
3,7,7,1,231,237,1706,81.09588431,1,0,0,1,1,7/18/2021 3:43,19321
20,7,8,2,219,224,1741,90.41872158,0,1,0,0,1,8/21/2022 20:28,33009
7,3,5,0,229,234,1561,56.34641713,0,1,1,0,0,5/17/2023 7:45,42203
11,7,5,0,235,238,1948,97.58144434,0,1,1,0,0,5/14/2023 11:46,42106
20,1,5,1,225,232,1602,32.20636804,0,0,1,1,1,5/10/2021 20:31,16982
20,3,1,1,232,238,1795,76.7387521,0,0,0,1,1,1/8/2020 20:31,270
20,4,4,1,217,220,1574,49.3728648,0,0,1,1,1,4/7/2022 20:04,28351
2,3,4,0,219,228,1632,56.47468061,1,0,1,1,0,4/13/2022 2:55,28532
6,5,9,0,233,238,1736,94.54070497,1,1,1,0,0,9/4/2020 6:29,8469
0,1,11,2,227,228,1648,18.43424451,1,1,0,0,1,11/14/2022 0:12,35891
15,6,5,1,222,225,1559,71.40390899,0,1,1,0,1,5/6/2023 15:57,41838
10,7,1,2,214,223,1759,27.52030814,0,1,0,1,1,1/8/2023 10:21,37789
4,3,4,2,222,222,1709,23.76382202,1,0,0,1,0,4/21/2021 4:52,16309
7,7,12,2,233,235,1772,94.22770542,0,0,0,1,0,12/25/2022 7:09,37305
12,1,5,2,239,239,1777,32.92092188,0,0,0,1,0,5/17/2021 12:18,17210
9,7,8,2,212,220,1542,91.33462776,0,0,0,1,0,8/21/2022 9:15,32993
14,1,9,1,235,238,1791,23.73050141,1,0,1,0,1,9/27/2021 14:37,21768
17,3,3,1,223,224,1537,89.83606786,0,0,0,1,1,3/8/2023 17:00,39819
0,6,6,2,230,235,1744,76.09891807,0,1,0,1,1,6/4/2022 0:16,30309
22,1,3,1,224,224,1995,46.66587724,1,0,0,0,1,3/21/2022 22:18,27772
0,7,12,2,229,229,1908,53.69751026,1,1,0,0,0,12/12/2021 0:07,24350
13,5,4,1,215,223,1566,13.79850731,0,0,0,0,1,4/30/2021 13:50,16630
7,4,3,0,226,234,1865,63.30251806,1,1,1,0,1,3/31/2022 7:16,28093
13,1,2,2,214,220,1976,43.32416566,0,0,0,1,0,2/13/2023 13:58,39027
14,3,9,1,222,226,1783,48.386252,1,0,1,1,1,9/22/2021 14:46,21597
13,5,9,2,227,233,1880,75.0517358,0,1,0,0,0,9/16/2022 13:11,33889
23,2,9,1,224,227,1821,54.23346981,0,1,1,1,1,9/22/2020 23:42,9110
12,7,7,1,225,228,1791,46.48542949,0,1,1,0,1,7/26/2020 12:41,7108
14,3,8,2,226,234,1874,12.60388481,1,0,0,1,0,8/2/2023 14:48,44850
19,3,3,2,230,238,1590,85.33649617,0,1,0,1,0,3/8/2023 19:06,39822
14,7,1,1,233,233,1948,40.05213216,0,0,0,0,1,1/29/2023 14:27,38514
0,5,10,2,225,234,1726,93.17733611,1,1,0,0,0,10/15/2021 0:18,22364
0,1,3,1,233,237,1891,50.57004567,1,0,0,1,1,3/15/2021 0:44,15036
9,6,12,2,229,231,1747,53.31738859,1,0,0,0,0,12/19/2020 9:57,12104
0,5,12,1,231,231,1616,21.09695441,1,0,0,1,1,12/11/2020 0:07,11816
10,7,1,2,221,230,1622,46.93690844,1,1,0,0,0,1/3/2021 10:52,12619
9,7,10,1,221,222,1534,51.80270738,0,0,1,0,1,10/4/2020 9:01,9500
10,6,7,1,224,232,1756,57.85797838,0,0,1,0,1,7/24/2021 10:24,19536
12,1,9,1,228,229,1964,49.39923656,0,0,1,1,0,9/19/2022 12:40,33991
4,5,1,1,229,229,1557,83.93925219,0,0,1,0,0,1/13/2023 4:35,37952
1,1,10,2,218,220,1530,62.17476163,0,1,0,0,1,10/5/2020 1:09,9523
21,6,6,2,235,235,1819,53.11325966,0,1,0,1,1,6/24/2023 21:31,43524
4,7,3,2,230,234,1902,59.94781058,1,0,0,0,0,3/27/2022 4:27,27952
22,6,9,1,226,229,1617,38.19622399,1,0,0,0,1,9/26/2020 22:19,9245
6,4,8,0,225,225,1666,80.09319554,1,1,1,0,1,8/10/2023 6:25,45112
19,7,7,2,219,222,1581,45.06331031,0,1,0,0,1,7/25/2021 19:20,19583
2,7,5,0,236,237,1779,61.31892018,1,1,1,0,1,5/9/2021 2:28,16922
1,4,4,1,221,225,1815,31.76132633,1,0,0,1,1,4/30/2020 1:02,4112
18,2,8,2,228,229,1859,94.98767102,0,1,0,0,1,8/15/2023 18:52,45301
16,1,5,1,216,223,1734,94.79673047,0,0,0,0,1,5/16/2022 16:09,29681
14,6,5,1,221,226,1591,91.3084459,0,0,1,1,1,5/7/2022 14:12,29370
9,7,9,0,227,235,1560,45.84244783,1,1,1,1,0,9/13/2020 9:08,8781
20,4,7,1,225,230,1597,76.91825238,0,0,1,1,0,7/23/2020 20:12,7016
22,4,9,2,215,222,1525,26.2205135,0,1,0,1,0,9/14/2023 22:06,46333
4,5,10,0,237,238,1556,18.79917512,1,1,1,0,0,10/28/2022 4:32,35315
2,4,7,1,218,223,1528,82.17537524,0,1,1,0,1,7/7/2022 2:17,31442
23,2,11,0,230,231,1712,61.76698451,1,0,1,1,0,11/17/2020 23:52,11028
5,5,5,0,221,229,1666,13.46277641,1,0,1,1,0,5/6/2022 5:58,29324
21,5,7,2,227,236,1525,41.12952396,1,1,0,0,1,7/15/2022 21:14,31743
22,4,4,0,222,222,1829,38.02286113,1,1,1,1,1,4/9/2020 22:11,3423
13,5,5,0,228,234,1896,52.71823964,0,1,1,1,0,5/22/2020 13:22,4883
21,4,5,1,224,227,1526,21.51687756,1,0,0,1,1,5/7/2020 21:33,4381
0,3,4,2,230,233,1739,38.498656,0,0,0,1,0,4/21/2021 0:40,16303
20,2,9,2,232,237,1602,32.21147332,1,1,0,1,1,9/8/2020 20:31,8626
21,2,12,2,211,220,1503,60.52159052,1,0,0,1,0,12/6/2022 21:39,36675
8,3,10,2,234,237,1926,77.69097191,0,1,0,1,1,10/19/2022 8:11,35012
3,2,8,1,229,237,1561,68.56115646,0,0,1,1,1,8/8/2023 3:15,45039
14,5,5,0,231,238,1937,13.44038741,1,0,1,0,0,5/20/2022 14:46,29816
23,4,3,1,228,237,1777,26.56043541,0,0,0,0,1,3/30/2023 23:01,40581
22,6,6,2,229,236,1982,85.49928534,1,1,0,1,0,6/11/2022 22:53,30581
7,1,7,0,219,224,1940,14.6967095,1,1,1,0,1,7/4/2022 7:42,31347
10,2,11,2,226,229,1515,16.68847943,0,1,0,1,1,11/24/2020 10:03,11248
2,7,8,1,234,238,1914,69.7092472,0,1,1,0,1,8/15/2021 2:24,20278
18,3,4,0,214,223,1655,68.59333583,1,1,1,0,0,4/12/2023 18:41,41020
4,4,8,1,229,237,1599,76.56090253,0,0,0,0,1,8/25/2022 4:21,33123
1,6,4,0,220,223,1763,36.42074954,1,1,1,1,1,4/10/2021 1:51,15928
6,4,2,1,229,234,1571,22.91888118,1,0,1,0,1,2/9/2023 6:14,38879
2,6,8,0,214,221,1865,52.62728242,0,1,1,0,0,8/8/2020 2:44,7539
20,6,4,1,216,220,1966,64.47975554,0,0,1,1,0,4/23/2022 20:49,28900
23,1,5,0,221,221,1641,63.15363049,1,1,1,1,0,5/30/2022 23:33,30171
23,6,8,1,221,225,1938,45.10925117,0,0,0,1,1,8/12/2023 23:35,45205
16,5,9,0,223,228,1867,60.86219301,0,1,1,0,0,9/4/2020 16:18,8483
18,3,4,0,225,231,1844,33.1652525,0,1,1,1,0,4/8/2020 18:09,3383
14,3,9,1,225,229,1899,36.15910973,0,0,1,1,0,9/7/2022 14:44,33583
3,1,6,1,228,234,1682,61.01028228,0,0,1,0,1,6/15/2020 3:37,5691
18,3,5,2,218,220,1746,10.92441209,1,0,0,0,0,5/20/2020 18:37,4822
22,7,12,1,224,231,1601,64.05349814,0,1,1,1,1,12/5/2021 22:21,24142
12,5,4,1,213,221,1765,54.63390906,0,0,0,0,1,4/10/2020 12:12,3443
4,1,1,2,237,238,1516,40.79387028,0,0,0,1,0,1/20/2020 4:26,658
10,2,9,2,232,236,1603,36.70624156,0,0,0,1,0,9/28/2021 10:56,21797
16,5,6,0,225,227,1649,13.53640717,0,1,1,0,0,6/2/2023 16:12,42763
2,3,10,2,214,223,1551,42.07557999,1,1,0,0,0,10/14/2020 2:24,9833
8,4,1,2,224,232,1714,34.09125462,0,1,0,1,1,1/7/2021 8:46,12753
14,4,3,2,232,233,1859,73.38029032,1,1,0,1,0,3/12/2020 14:23,2453
5,2,2,0,223,232,1740,82.33574121,0,1,1,0,0,2/7/2023 5:11,38809
2,1,6,2,227,228,1555,41.58071776,1,0,0,1,0,6/15/2020 2:55,5690
2,4,11,1,224,226,1908,87.34210976,0,0,1,1,0,11/2/2023 2:27,47983
21,7,5,0,218,224,1608,39.58445207,1,0,1,0,0,5/1/2022 21:32,29175
21,5,8,2,220,223,1885,79.742157,0,0,0,1,0,8/7/2020 21:49,7532
5,4,11,2,215,224,1746,29.39031198,0,0,0,1,0,11/17/2022 5:18,36001
4,7,8,2,216,221,1946,98.93361511,0,0,0,0,0,8/6/2023 4:18,44972
1,6,5,0,226,228,1738,88.72052467,1,1,1,0,0,5/21/2022 1:58,29832
18,3,11,2,233,237,1568,77.84833516,0,0,0,1,0,11/1/2023 18:44,47972
19,6,7,1,226,229,1672,55.30397024,0,0,1,0,1,7/11/2020 19:28,6604
18,3,1,1,222,224,1940,96.92609719,1,0,1,1,1,1/18/2023 18:26,38143
21,6,11,0,220,220,1535,61.32704156,1,1,1,1,1,11/21/2020 21:05,11161
1,2,7,0,220,221,1793,74.59455921,0,1,1,0,0,7/26/2022 1:07,32091
4,3,5,2,233,234,1738,45.89074721,1,0,0,0,0,5/4/2022 4:12,29253
10,2,5,1,221,221,1555,92.28634952,0,0,1,0,1,5/16/2023 10:01,42172
17,5,7,0,226,229,1534,23.2700897,1,1,1,1,0,7/22/2022 17:13,31977
18,1,6,2,231,234,1827,42.85082968,1,1,0,0,1,6/12/2023 18:41,43109
10,7,6,2,215,222,1807,11.97942886,0,1,0,1,1,6/6/2021 10:15,17892
7,7,8,1,232,237,1548,22.22169379,1,0,1,1,1,8/22/2021 7:30,20525
18,2,3,0,226,231,1643,87.64549,1,0,1,0,0,3/31/2020 18:07,3109
19,3,7,0,227,230,1679,49.89774066,1,0,1,0,0,7/13/2022 19:28,31672
6,7,5,0,218,223,1657,45.16878008,1,0,1,0,0,5/17/2020 6:31,4702
15,2,1,1,231,239,1609,36.28835225,0,0,1,1,0,1/17/2023 15:06,38104
14,1,5,2,215,223,1899,14.67104984,1,0,0,0,0,5/17/2021 14:24,17213
9,6,6,0,230,232,1620,98.06225713,1,0,1,1,0,6/24/2023 9:36,43507
21,4,10,1,226,229,1547,80.3293418,1,0,1,0,1,10/5/2023 21:17,47051
13,4,8,2,227,229,1974,13.62343712,0,0,0,0,0,8/13/2020 13:47,7726
5,7,5,0,217,224,1605,48.65010566,1,1,1,0,1,5/2/2021 5:46,16687
19,7,6,1,231,237,1664,14.68116629,1,0,1,0,1,6/26/2022 19:36,31090
8,3,9,1,217,221,1519,68.58052851,1,0,1,1,1,9/13/2023 8:16,46279
15,3,6,2,230,233,1951,34.55163431,1,1,0,0,0,6/21/2023 15:44,43413
9,3,8,1,228,235,1616,75.22460771,0,1,1,0,1,8/2/2023 9:54,44843
19,3,10,1,220,225,1910,92.18366095,1,0,0,0,1,10/14/2020 19:55,9858
19,1,1,0,231,237,1668,74.6735501,1,1,1,0,0,1/24/2022 19:20,25850
9,3,3,0,227,227,1514,62.34226704,0,1,1,1,0,3/2/2022 9:27,27103
7,4,7,0,218,226,1693,46.3108708,0,1,1,0,0,7/9/2020 7:54,6519
0,2,3,0,222,225,1714,84.43192883,1,0,1,0,0,3/23/2021 0:03,15309
23,7,1,2,222,225,1805,88.36825507,1,1,0,0,0,1/10/2021 23:40,12877
5,2,7,2,219,227,1795,29.62593279,1,1,0,0,1,7/14/2020 5:38,6687
14,3,6,2,230,238,1523,94.83155363,1,1,0,1,0,6/17/2020 14:30,5775
16,3,3,0,223,224,1839,29.97801934,1,1,1,0,1,3/1/2023 16:06,39578
8,7,10,1,230,238,1879,77.17761988,0,1,1,1,1,10/25/2020 8:13,10218
5,1,6,0,230,230,1704,75.46447679,1,1,1,1,1,6/22/2020 5:55,5934
12,2,3,0,223,227,1769,70.59799419,1,0,1,0,0,3/30/2021 12:52,15567
22,2,5,2,225,228,1908,64.91898065,0,1,0,1,1,5/10/2022 22:05,29484
10,7,9,0,229,233,1740,11.39668444,0,1,1,1,0,9/20/2020 10:44,9023
19,4,11,0,230,231,1926,23.75849592,0,1,1,0,0,11/18/2021 19:40,23556
20,4,6,1,229,231,1586,97.27363353,1,0,1,0,1,6/16/2022 20:37,30749
14,3,5,1,222,230,1974,33.01189326,0,0,0,1,1,5/10/2023 14:33,41973
8,7,11,2,226,234,1501,31.61391046,1,1,0,1,0,11/19/2023 8:38,48574
10,4,9,2,233,235,1767,26.28029724,0,1,0,1,1,9/16/2021 10:12,21385
18,5,5,1,232,233,1885,56.34909502,0,0,1,0,0,5/5/2023 18:55,41808
13,5,11,1,227,229,1866,84.12800603,1,0,1,0,1,11/27/2020 13:02,11355
19,5,10,2,221,227,1637,92.68524427,0,1,0,0,1,10/8/2021 19:01,22151
13,6,9,2,218,226,1532,17.29539211,0,0,0,0,0,9/26/2020 13:54,9233
1,5,7,2,228,230,1664,44.66932885,0,1,0,1,1,7/23/2021 1:27,19489
19,4,7,1,230,238,1923,76.13598066,0,0,1,0,1,7/30/2020 19:00,7254
9,6,7,1,221,230,1901,17.8971899,0,1,1,1,1,7/1/2023 9:06,43746
14,3,7,2,215,221,1848,44.17675566,1,0,0,1,0,7/20/2022 14:04,31904
1,1,7,0,229,237,1858,15.02118161,1,0,1,0,0,7/27/2020 1:17,7126
19,4,6,0,223,223,1848,14.3760224,0,1,1,0,0,6/11/2020 19:02,5576
14,4,3,2,234,237,1768,60.72649976,0,1,0,0,0,3/30/2023 14:37,40569
5,2,2,0,222,226,1764,30.89027175,1,0,1,1,0,2/21/2023 5:34,39289
8,6,10,2,226,234,1812,73.65392173,1,1,0,0,1,10/14/2023 8:32,47341
3,5,9,1,227,233,1710,95.60082734,1,0,0,1,1,9/11/2020 3:11,8704
1,5,7,1,221,229,1739,32.24414494,0,0,0,1,1,7/7/2023 1:04,43940
15,6,3,1,229,234,1932,18.63464628,1,0,0,1,1,3/5/2022 15:57,27215
20,4,7,1,222,226,1946,45.4428094,0,0,0,1,1,7/27/2023 20:44,44653
23,5,8,2,231,237,1927,68.60451425,1,1,0,1,0,8/5/2022 23:13,32465
0,6,2,0,225,230,1591,97.65522417,0,1,1,0,0,2/1/2020 0:15,1063
19,3,9,2,229,235,1906,76.02887232,1,0,0,1,0,9/20/2023 19:40,46535
14,4,2,2,212,220,1632,11.51799877,1,1,0,0,0,2/11/2021 14:39,13960
10,3,8,0,226,226,1526,82.853695,0,1,1,1,0,8/17/2022 10:38,32858
16,3,5,1,231,232,1502,46.43854866,0,0,1,1,0,5/4/2022 16:07,29270
19,1,8,1,238,238,1985,37.85251649,1,0,1,1,1,8/14/2023 19:02,45267
8,1,6,0,223,224,1935,81.75967295,0,1,1,1,0,6/8/2020 8:20,5458
9,7,7,0,226,234,1815,76.46584067,1,1,1,0,0,7/9/2023 9:49,44021
23,4,7,1,220,221,1732,61.50347015,0,1,1,1,1,7/30/2020 23:54,7261
17,3,6,2,215,220,1621,41.96785119,0,1,0,1,0,6/28/2023 17:20,43655
6,7,5,2,218,220,1951,69.05506624,0,0,0,1,0,5/24/2020 6:43,4942
20,7,7,1,222,227,1749,45.93163205,0,0,1,1,1,7/23/2023 20:44,44516
23,4,2,0,213,220,1706,56.16984994,1,0,1,0,0,2/23/2023 23:27,39383
7,5,7,1,224,232,1792,17.75079888,0,0,0,1,1,7/10/2020 7:01,6552
8,4,4,2,234,234,1694,82.12632969,1,1,0,0,0,4/21/2022 8:33,28814
8,6,7,2,235,239,1558,60.75216488,0,1,0,0,0,7/31/2021 8:29,19773
14,5,3,2,220,221,1723,98.48167122,0,0,0,1,0,3/26/2021 14:15,15432
18,6,10,1,225,234,1558,87.0025867,1,0,0,0,1,10/10/2020 18:30,9719
14,6,2,0,217,223,1841,23.99243633,1,1,1,1,0,2/4/2023 14:49,38720
12,1,9,2,227,228,1678,28.93814841,0,0,0,0,0,9/26/2022 12:09,34230
22,6,6,1,234,234,1992,11.75297521,1,0,1,1,1,6/19/2021 22:02,18354
16,1,11,2,231,236,1722,72.85960245,1,1,0,1,1,11/20/2023 16:52,48620
19,6,7,2,215,224,1845,86.57375858,1,0,0,0,0,7/2/2022 19:16,31295
20,6,1,0,220,228,1659,51.89265187,0,1,1,1,0,1/21/2023 20:44,38249
16,7,2,1,223,227,1643,45.99036377,0,0,1,0,1,2/28/2021 16:38,14545
10,3,1,2,226,231,1905,31.46806745,1,1,0,1,0,1/5/2022 10:42,25187
6,4,4,2,226,231,1958,94.44969515,1,1,0,1,0,4/15/2021 6:36,16106
18,3,12,0,223,228,1661,42.74551301,0,1,1,1,0,12/29/2021 18:54,24959
5,5,5,1,237,237,1994,15.310899,0,0,1,1,0,5/12/2023 5:48,42029
23,7,7,0,237,238,1983,36.50581268,1,0,1,1,0,7/11/2021 23:09,19109
17,7,3,1,228,229,1651,99.21984313,0,0,1,1,1,3/6/2022 17:52,27252
